Amount.Requested,Loan.Amount,Interest.Rate,Loan.Length,Loan.Purpose,Debt.To.Income.Ratio,State,Home.Ownership,Monthly.Income,FICO.Score,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.,Employment.Length,Intercept
22444,11000,13,36,other,0.22,NC,MORTGAGE,7916.67,690,9,34314,1,< 1 year,1
95117,18000,16,36,credit_card,0.18,CA,MORTGAGE,5250,670,11,9379,1,5 years,1
30817,24000,17,60,small_business,0.09,OR,RENT,5000,705,4,323,1,10+ years,1
84180,8000,19,60,other,0.1,WA,MORTGAGE,5002.33,675,7,8421,1,10+ years,1
35299,6000,12,36,other,0.21,MI,RENT,3100,685,18,10426,0,2 years,1
99867,35000,17,36,debt_consolidation,0.23,CA,RENT,6750,675,15,24626,1,10+ years,1
16487,1000,10,36,renewable_energy,0,GA,MORTGAGE,1800,730,2,0,1,< 1 year,1
84283,10000,15,36,credit_card,0.28,CA,RENT,3750,680,19,19385,1,3 years,1
83786,6000,16,36,medical,0.08,NY,RENT,5000,670,7,14784,1,10+ years,1
85172,4000,6,36,car,0.13,CA,RENT,2916.67,750,7,2860,0,5 years,1
41190,20000,12,60,debt_consolidation,0.11,IL,MORTGAGE,5416.67,745,10,20836,0,10+ years,1
102580,3500,14,36,medical,0.1,IA,OTHER,3750,655,8,9771,4,10+ years,1
57127,24000,20,60,debt_consolidation,0.03,AZ,RENT,8333.33,690,8,8224,1,5 years,1
70843,8000,14,36,debt_consolidation,0.14,CA,RENT,3500,690,7,5074,2,4 years,1
73060,12000,7,36,credit_card,0.14,MA,MORTGAGE,7125,775,15,20639,1,5 years,1
88845,17600,9,36,debt_consolidation,0.17,CO,MORTGAGE,4166.67,750,8,235,1,8 years,1
1031,5000,13,36,debt_consolidation,0.16,CA,RENT,3333,665,11,14244,2,2 years,1
14556,8000,19,60,educational,0.06,CA,RENT,2500,660,5,5770,2,6 years,1
8549,10000,10,36,debt_consolidation,0.17,KY,MORTGAGE,4500,730,8,6948,2,4 years,1
61042,16800,7,36,debt_consolidation,0.04,SC,OWN,16083.33,800,5,13470,1,8 years,1
13096,6500,10,60,home_improvement,0.07,KY,MORTGAGE,2738.67,755,10,2345,1,8 years,1
70987,35000,8,36,home_improvement,0.21,TX,MORTGAGE,12083.33,790,10,28864,0,10+ years,1
70752,9950,14,36,debt_consolidation,0.04,NJ,MORTGAGE,4800,685,9,5038,1,5 years,1
35935,5000,10,36,debt_consolidation,0.29,OH,RENT,3166.67,750,3,0,1,n/a,1
68413,10000,19,60,debt_consolidation,0.28,FL,RENT,3726.67,695,23,10067,2,5 years,1
74613,6000,13,36,debt_consolidation,0.2,PA,MORTGAGE,5833.33,685,6,5523,1,1 year,1
82673,35000,8,36,debt_consolidation,0.2,VA,MORTGAGE,12083.33,770,15,35242,0,10+ years,1
56341,5600,8,36,debt_consolidation,0.17,FL,RENT,1916.67,705,8,3373,0,5 years,1
32601,17000,8,36,small_business,0.06,NJ,RENT,6250,795,4,1352,3,6 years,1
25674,15000,13,60,debt_consolidation,0.17,NY,RENT,5666.67,715,13,10855,0,3 years,1
73376,3000,11,36,small_business,0.02,NY,MORTGAGE,7750,685,7,874,0,10+ years,1
89741,12000,18,36,credit_card,0.1,MA,RENT,3083.33,665,10,4390,0,4 years,1
33667,25000,14,36,debt_consolidation,0.15,MA,MORTGAGE,9000,705,11,22364,3,7 years,1
88438,31075,20,36,credit_card,0.26,MA,OWN,6000,660,20,27221,2,10+ years,1
77788,4750,14,60,debt_consolidation,0.23,SC,RENT,1500,740,11,1687,3,< 1 year,1
40131,6400,12,36,credit_card,0.15,VA,RENT,4166.67,680,7,15055,0,1 year,1
36163,25000,10,36,debt_consolidation,0.15,FL,RENT,5500,730,9,11395,0,3 years,1
52543,5000,6,36,major_purchase,0.06,PA,MORTGAGE,12083.33,785,10,792,0,5 years,1
27201,12000,12,60,home_improvement,0.04,GA,MORTGAGE,3583.33,755,5,3942,2,2 years,1
60064,20000,20,36,debt_consolidation,0.14,VA,MORTGAGE,7965,665,18,18809,1,7 years,1
39439,10000,16,36,debt_consolidation,0.13,CA,RENT,4416.67,665,9,23870,1,10+ years,1
98321,9750,20,36,other,0.11,WA,RENT,3033.33,660,13,8688,1,4 years,1
61683,10000,14,36,debt_consolidation,0.15,RI,MORTGAGE,6000,685,13,8178,0,8 years,1
101987,3000,10,36,small_business,0.04,IL,OWN,4350,680,3,8414,4,10+ years,1
81939,25000,20,60,debt_consolidation,0.01,MN,MORTGAGE,5666.67,700,6,92,0,10+ years,1
9885,5000,14,36,other,0.19,CA,MORTGAGE,8583,670,9,8097,1,1 year,1
19235,6500,6,36,credit_card,0.23,TX,MORTGAGE,6400,730,11,7435,0,8 years,1
73893,8325,15,36,debt_consolidation,0.15,NY,RENT,2916.67,670,13,7171,0,4 years,1
65788,20000,15,60,small_business,0.14,FL,MORTGAGE,8333.33,710,15,22246,0,10+ years,1
70001,12000,12,36,credit_card,0.2,AL,MORTGAGE,5166.67,710,9,10054,1,4 years,1
14243,9500,10,60,small_business,0.14,NM,MORTGAGE,5000,755,10,46358,0,10+ years,1
16597,12000,6,60,debt_consolidation,0.22,WI,MORTGAGE,4166.67,780,12,14464,1,10+ years,1
14355,7200,11,60,debt_consolidation,0.17,CA,RENT,2944,715,11,5459,0,6 years,1
85461,8500,10,36,credit_card,0.11,NV,MORTGAGE,6091.83,710,18,10568,0,3 years,1
76503,17475,19,60,debt_consolidation,0.23,IL,MORTGAGE,4583.33,685,13,15852,3,10+ years,1
71743,10000,12,36,home_improvement,0.13,TX,MORTGAGE,3113.83,690,9,6634,0,4 years,1
66429,18000,22,60,house,0.02,FL,RENT,4583.33,660,6,4243,3,7 years,1
18916,4800,5,36,medical,0.2,NH,MORTGAGE,7466.83,785,19,13461,2,4 years,1
40840,5000,8,36,wedding,0.16,NC,MORTGAGE,2298.75,720,10,12346,0,10+ years,1
49985,20000,12,36,credit_card,0.1,TX,RENT,3750,720,6,15762,0,2 years,1
91018,12300,15,36,debt_consolidation,0.19,OH,MORTGAGE,5000,710,13,4460,2,10+ years,1
46016,28000,23,60,debt_consolidation,0.1,LA,MORTGAGE,6125,675,11,18101,2,5 years,1
20772,1675,11,36,debt_consolidation,0.05,CA,RENT,2080,690,4,1466,0,3 years,1
7006,7500,17,36,car,0.05,CA,RENT,4000,685,3,8398,0,7 years,1
17832,9200,13,36,debt_consolidation,0.15,WI,MORTGAGE,12833.33,675,12,17391,0,2 years,1
82746,8000,16,36,credit_card,0.11,OK,MORTGAGE,4583.33,675,13,4084,3,2 years,1
28147,5000,11,36,moving,0.23,NJ,RENT,2000,690,8,8339,0,< 1 year,1
46059,19125,18,60,other,0.16,CA,OWN,3333.33,690,8,7858,0,5 years,1
29858,5075,6,36,debt_consolidation,0.2,PA,MORTGAGE,5000,790,9,269,3,3 years,1
18553,7000,10,36,debt_consolidation,0.23,IL,MORTGAGE,3275,710,8,14075,1,9 years,1
72582,5000,12,36,debt_consolidation,0.17,WA,MORTGAGE,6800,675,16,25524,0,10+ years,1
30718,35000,13,60,small_business,0.11,AZ,MORTGAGE,15583.33,760,10,9,1,6 years,1
50460,2225,15,36,credit_card,0.24,WV,MORTGAGE,3250,670,9,26854,1,n/a,1
66149,4000,10,36,major_purchase,0.05,IL,RENT,3168,715,5,6916,2,< 1 year,1
41523,16000,8,36,debt_consolidation,0.02,CA,MORTGAGE,7083.33,740,11,3076,0,5 years,1
76858,15500,18,36,debt_consolidation,0.28,VA,OWN,3333.33,675,10,8692,0,4 years,1
91738,16000,13,60,debt_consolidation,0.15,OK,MORTGAGE,7916.67,695,9,22918,2,10+ years,1
21508,9000,13,60,debt_consolidation,0.06,CA,RENT,3678.08,710,8,7556,2,4 years,1
29999,20000,16,60,wedding,0.25,TX,MORTGAGE,6000,710,14,12231,3,3 years,1
17924,20000,18,60,credit_card,0.1,CA,MORTGAGE,10000,685,8,106527,0,10+ years,1
46748,30000,23,60,debt_consolidation,0.25,CA,RENT,6041.67,690,12,39144,0,1 year,1
25426,10000,11,36,debt_consolidation,0.07,CA,RENT,3833.33,735,3,10187,0,10+ years,1
76810,14000,19,36,credit_card,0.31,IL,MORTGAGE,5000,660,15,12728,3,7 years,1
101596,5000,7,36,other,0.01,NY,NONE,NA,800,NA,NA,NA,< 1 year,1
76324,18000,15,60,other,0.23,FL,RENT,5734.08,710,13,2819,0,4 years,1
48235,10000,7,36,debt_consolidation,0.19,WA,MORTGAGE,5208.33,740,8,28302,0,10+ years,1
50533,25975,13,60,house,0.16,WA,MORTGAGE,4583.33,735,6,3607,0,9 years,1
79478,10350,14,36,car,0.2,NY,RENT,3333.33,690,10,10841,1,1 year,1
88920,10850,18,36,debt_consolidation,0.34,PA,OWN,2708.33,660,7,9577,0,8 years,1
28663,4075,5,36,home_improvement,0.23,NC,MORTGAGE,3750,770,6,34103,1,6 years,1
10761,14500,11,60,credit_card,0.14,CA,MORTGAGE,3584.62,755,6,18555,0,10+ years,1
71249,12000,10,36,debt_consolidation,0.27,VA,MORTGAGE,5000,710,12,10490,0,7 years,1
97462,1000,23,36,other,0.2,NY,RENT,884.9,665,4,5561,0,n/a,1
101208,5900,13,36,debt_consolidation,0.14,FL,MORTGAGE,3010,700,8,5921,0,10+ years,1
74097,9950,13,36,debt_consolidation,0.24,MI,MORTGAGE,2500,705,17,16618,1,10+ years,1
81822,7200,6,36,debt_consolidation,0.17,NY,MORTGAGE,3416.67,790,14,4838,0,10+ years,1
38540,14750,17,60,debt_consolidation,0.17,NM,MORTGAGE,2500,685,8,11003,1,8 years,1
103250,5000,17,36,other,0.03,FL,RENT,3000,690,4,2474,8,1 year,1
20785,20000,15,36,debt_consolidation,0.19,VA,MORTGAGE,6250,715,12,14308,1,5 years,1
32636,18400,19,60,debt_consolidation,0.23,VA,MORTGAGE,7400,705,14,10439,2,10+ years,1
2834,7200,14,36,other,0.14,PA,OWN,3583,700,3,1621,1,1 year,1
45427,18000,14,60,debt_consolidation,0.02,PA,MORTGAGE,4364.58,725,9,1721,3,3 years,1
83841,8000,12,36,debt_consolidation,0.25,MA,RENT,3166.67,690,10,5428,0,10+ years,1
38903,4000,9,36,small_business,0.13,CA,MORTGAGE,5166.67,720,9,7171,2,3 years,1
90332,6000,13,36,debt_consolidation,0.18,NY,RENT,3750,690,18,14468,3,7 years,1
8382,6250,10,36,debt_consolidation,0.18,FL,MORTGAGE,2400,720,5,14863,0,10+ years,1
77035,5375,14,36,car,0.15,TX,MORTGAGE,5416.67,685,13,4087,2,1 year,1
100469,8875,15,36,debt_consolidation,0.15,SC,RENT,2302,665,8,10008,0,n/a,1
39792,7000,11,36,debt_consolidation,0.07,CA,RENT,3333.33,700,7,12168,0,< 1 year,1
80904,12000,15,36,debt_consolidation,0.22,VA,RENT,6416.67,680,20,11583,2,2 years,1
60688,21250,19,36,credit_card,0.27,LA,OWN,4500,670,15,25287,2,10+ years,1
68301,3600,20,60,car,0.22,KS,MORTGAGE,3200,680,13,11702,0,< 1 year,1
82419,12000,14,36,debt_consolidation,0.28,KY,MORTGAGE,3333.33,670,11,10727,0,10+ years,1
71540,10050,14,36,credit_card,0.16,CA,RENT,2500,690,7,13337,2,< 1 year,1
67109,4025,9,36,credit_card,0.15,CA,MORTGAGE,5000,700,12,15943,0,8 years,1
48352,5000,7,36,debt_consolidation,0.01,GA,RENT,5000,780,8,531,1,2 years,1
36706,16500,12,60,small_business,0.12,OH,MORTGAGE,2750,775,11,2316,1,4 years,1
22993,10000,7,36,home_improvement,0.08,CA,MORTGAGE,5833.33,735,12,3181,0,8 years,1
102441,7500,12,36,educational,0.21,CA,MORTGAGE,8750,685,14,20947,7,5 years,1
50602,10000,6,36,debt_consolidation,0.25,OH,MORTGAGE,2940.25,755,8,5904,0,10+ years,1
52285,10000,9,36,credit_card,0.23,MN,RENT,2083.33,715,8,12724,0,9 years,1
77559,18000,8,36,credit_card,0.18,GA,RENT,5833.33,730,16,12522,0,< 1 year,1
98980,7000,16,36,credit_card,0.25,TX,MORTGAGE,3833.33,680,20,18792,3,3 years,1
92488,22000,22,60,debt_consolidation,0.34,WV,MORTGAGE,5083.33,670,14,31152,2,10+ years,1
53808,6000,13,36,debt_consolidation,0.12,WA,RENT,1000,685,18,3622,2,1 year,1
32517,5600,7,36,wedding,0.07,NC,MORTGAGE,5833.33,750,8,8125,1,2 years,1
82160,9500,12,36,debt_consolidation,0.24,MO,MORTGAGE,2519.17,705,7,8673,1,10+ years,1
47059,12000,13,36,debt_consolidation,0.18,SC,MORTGAGE,9666.67,680,12,17226,0,5 years,1
19661,7200,10,36,debt_consolidation,0.09,FL,MORTGAGE,4416.67,675,10,4137,0,2 years,1
89012,5000,16,36,debt_consolidation,0.26,NC,RENT,6612,665,6,14283,0,10+ years,1
39468,8250,16,60,home_improvement,0.16,NY,MORTGAGE,2917,695,13,4479,1,2 years,1
83422,30000,22,60,debt_consolidation,0.2,NY,MORTGAGE,7916.67,690,9,4202,3,n/a,1
55690,10075,16,60,debt_consolidation,0.24,DE,MORTGAGE,6583.33,700,15,13259,1,1 year,1
66424,9050,13,36,credit_card,0.21,MI,MORTGAGE,5166.67,700,9,7571,1,7 years,1
98930,17500,10,36,credit_card,0.24,CA,MORTGAGE,3333.33,700,10,21483,0,8 years,1
16158,10000,7,36,car,0.09,TX,RENT,4166.67,730,5,6381,0,1 year,1
66360,10000,9,36,other,0.2,MO,RENT,2870.42,715,11,18802,0,3 years,1
63941,8500,16,36,debt_consolidation,0.17,MI,RENT,2500,690,6,6491,1,1 year,1
57456,16000,15,36,debt_consolidation,0.2,NC,RENT,3666.67,675,15,6875,0,4 years,1
79611,2350,14,36,credit_card,0.11,WA,MORTGAGE,1833.33,725,3,7463,1,n/a,1
20467,10000,7,36,medical,0.05,NY,RENT,6083.33,730,10,7337,1,3 years,1
96157,25000,16,60,debt_consolidation,0.21,MA,MORTGAGE,5458.33,735,26,27327,1,6 years,1
76957,8000,14,36,credit_card,0.27,CA,RENT,3500,685,19,16395,2,7 years,1
78827,6000,13,36,credit_card,0.17,OH,MORTGAGE,4166.67,670,9,4500,0,< 1 year,1
65280,4000,13,36,credit_card,0.12,NY,RENT,5416.67,685,12,6616,1,1 year,1
79531,11500,11,36,credit_card,0.18,WA,RENT,2916.67,715,14,13851,1,5 years,1
42255,12000,10,36,wedding,0.04,WA,RENT,12500,705,9,22889,0,9 years,1
28871,15250,16,60,debt_consolidation,0.21,FL,RENT,2916.67,690,10,17931,0,< 1 year,1
21867,5000,13,36,debt_consolidation,0.09,FL,RENT,3500,695,6,3555,0,1 year,1
73473,6000,8,36,wedding,0.21,IL,RENT,3750,715,12,4318,0,10+ years,1
56778,18225,16,60,credit_card,0.23,PA,RENT,3166.67,710,7,12233,2,4 years,1
10642,15000,10,36,debt_consolidation,0.17,IL,MORTGAGE,6312,735,17,14339,2,2 years,1
15899,4000,6,36,moving,0.24,OH,RENT,4666.67,760,7,2889,2,9 years,1
92357,27000,12,60,debt_consolidation,0.18,TX,MORTGAGE,7083.33,715,13,25137,0,8 years,1
9468,15000,14,36,other,0.05,NY,RENT,3000,705,4,5936,1,3 years,1
77964,4950,10,36,other,0.17,CA,RENT,1403.33,725,4,2738,1,2 years,1
23437,21000,10,36,credit_card,0.14,CA,RENT,6250,730,8,21102,0,2 years,1
57704,9000,15,36,credit_card,0.16,NY,RENT,5000,675,7,4532,1,10+ years,1
86747,21000,19,60,debt_consolidation,0.32,NM,MORTGAGE,9583.33,695,19,30589,1,10+ years,1
61261,8000,19,36,debt_consolidation,0.03,NY,RENT,3333.33,660,4,2832,0,n/a,1
15383,23000,7,60,debt_consolidation,0.12,NH,MORTGAGE,4583.33,760,6,17695,2,4 years,1
56401,10000,15,36,debt_consolidation,0.17,OH,MORTGAGE,8333.33,680,18,39461,2,4 years,1
16924,5000,10,60,credit_card,0.11,CA,RENT,6400,730,8,5783,0,< 1 year,1
88301,5350,10,36,home_improvement,0.16,NJ,MORTGAGE,11250,730,11,19184,3,8 years,1
40727,10000,12,36,credit_card,0.1,CA,RENT,3500,705,9,10912,1,2 years,1
59413,24000,10,36,debt_consolidation,0.16,OH,MORTGAGE,5416.67,720,11,17882,0,10+ years,1
91853,24000,8,36,debt_consolidation,0.14,GA,MORTGAGE,7233.33,705,6,26039,0,< 1 year,1
71008,15475,14,36,debt_consolidation,0.27,SC,MORTGAGE,3750,685,14,19670,0,10+ years,1
59890,25000,21,36,debt_consolidation,0.1,NY,RENT,8333.33,670,11,8575,1,10+ years,1
42306,13000,10,36,credit_card,0.16,CA,RENT,2333.33,730,12,4487,3,5 years,1
47168,7550,8,36,wedding,0.15,AZ,MORTGAGE,2512,730,7,2814,0,5 years,1
77588,9600,15,36,credit_card,0.33,AR,RENT,3166.67,685,8,14774,3,2 years,1
14407,15000,15,60,debt_consolidation,0.15,CA,RENT,5416.67,700,11,9171,2,10+ years,1
102902,7000,14,36,debt_consolidation,0.22,NJ,RENT,4166.67,675,7,60550,3,10+ years,1
71247,1000,15,36,debt_consolidation,0.29,TX,MORTGAGE,2166.67,665,9,1748,0,6 years,1
6611,25000,13,36,debt_consolidation,0.19,MA,RENT,6666.67,720,13,31890,1,1 year,1
80041,24000,14,36,credit_card,0.25,GA,MORTGAGE,11208.33,725,23,19428,2,10+ years,1
78104,21000,18,60,debt_consolidation,0.22,CO,RENT,16416.67,700,21,62549,1,1 year,1
59886,1000,13,36,debt_consolidation,0.31,AZ,RENT,1833.33,670,7,6283,0,3 years,1
22323,16000,10,60,other,0.17,SC,OWN,5000,780,6,2300,0,10+ years,1
40094,24400,17,60,small_business,0.16,CA,RENT,6000,725,7,13879,1,3 years,1
75168,14675,8,36,debt_consolidation,0.17,NY,MORTGAGE,3166.67,720,7,22549,0,10+ years,1
79248,12000,19,36,credit_card,0.2,KS,MORTGAGE,4583.33,660,8,8970,0,10+ years,1
73010,8000,13,36,credit_card,0.21,TX,OWN,3541.67,700,13,6885,2,n/a,1
47048,12000,13,36,credit_card,0.08,FL,MORTGAGE,3416.67,685,6,7708,0,4 years,1
10006,16800,11,60,debt_consolidation,0.13,MN,MORTGAGE,5416.67,730,10,7258,3,3 years,1
75518,14500,14,36,debt_consolidation,0.18,CA,RENT,3500,680,7,10846,0,6 years,1
2823,25000,17,36,debt_consolidation,0.18,NJ,RENT,8000,680,11,39502,0,10+ years,1
54131,28625,13,60,debt_consolidation,0.21,TX,MORTGAGE,4833.33,740,9,35863,0,5 years,1
70334,21000,23,60,home_improvement,0.07,NJ,MORTGAGE,20833.33,670,5,1240,3,10+ years,1
55717,7500,10,60,other,0.15,IL,MORTGAGE,7083.33,780,11,16449,1,10+ years,1
12368,11875,10,36,debt_consolidation,0.23,OR,MORTGAGE,6000,730,11,28210,2,10+ years,1
47011,3600,14,36,other,0.16,CA,MORTGAGE,5113,690,10,715,1,n/a,1
86309,16000,15,36,debt_consolidation,0.2,TX,RENT,5924.5,695,11,9365,1,10+ years,1
74257,20500,23,60,debt_consolidation,0.25,CA,RENT,4333.33,660,13,4699,0,5 years,1
39713,10000,18,36,credit_card,0.24,CA,RENT,6250,665,9,22828,0,1 year,1
31573,15000,17,60,debt_consolidation,0.11,CT,RENT,3333.33,695,4,6147,2,n/a,1
26493,10000,12,36,other,0.22,CA,MORTGAGE,3417,680,13,18069,0,4 years,1
32982,11000,12,36,debt_consolidation,0.08,TX,OWN,3820.27,685,7,6844,0,2 years,1
101403,25000,19,60,credit_card,0.28,VA,RENT,5833.33,690,20,33127,0,1 year,1
99661,15000,10,36,debt_consolidation,0.27,IL,MORTGAGE,7666.67,675,16,71879,1,5 years,1
67222,5600,14,36,debt_consolidation,0.26,SC,RENT,3833.33,665,19,16163,0,5 years,1
41977,20000,12,36,debt_consolidation,0.15,CA,RENT,4583.33,720,15,16575,2,5 years,1
91765,25450,20,60,credit_card,0.34,FL,OWN,4750,665,20,14435,1,10+ years,1
11648,7000,11,36,debt_consolidation,0.09,TX,RENT,6333.33,715,6,349,0,10+ years,1
51810,10400,12,36,credit_card,0.19,MA,RENT,3333.33,690,11,11964,0,10+ years,1
14108,25000,15,36,credit_card,0.16,NY,RENT,7250,705,6,10770,2,10+ years,1
102270,20000,12,36,other,0.19,KS,MORTGAGE,7501,705,17,17212,7,1 year,1
16300,16000,17,60,credit_card,0.13,FL,MORTGAGE,4583.33,675,7,5729,0,10+ years,1
82744,15000,8,36,major_purchase,0.22,CA,MORTGAGE,7500,725,10,18756,0,10+ years,1
94041,24625,20,60,debt_consolidation,0.21,NY,RENT,5166.67,675,14,20694,0,8 years,1
99568,21850,13,36,credit_card,0.28,MN,RENT,4166.67,690,12,20497,0,< 1 year,1
66550,6000,15,36,debt_consolidation,0.16,NC,MORTGAGE,7500,670,10,5263,1,3 years,1
102756,6700,16,36,debt_consolidation,0.22,GA,MORTGAGE,4700,725,11,9007,9,2 years,1
3962,10000,12,36,moving,0.1,MA,RENT,7667,700,9,17328,0,2 years,1
83847,5775,15,36,debt_consolidation,0.04,SC,RENT,5000,670,8,10088,2,10+ years,1
33997,14475,15,36,credit_card,0.24,NJ,RENT,4166.67,680,12,13294,1,3 years,1
72499,8000,17,36,debt_consolidation,0.28,IL,RENT,2833.33,670,10,9926,3,6 years,1
92186,15000,12,36,debt_consolidation,0.14,FL,MORTGAGE,5416.67,700,10,9237,0,< 1 year,1
80094,10000,18,36,debt_consolidation,0.12,PA,MORTGAGE,4166.67,680,6,31212,0,8 years,1
32684,5600,13,36,debt_consolidation,0.18,NY,RENT,2870.33,690,6,5033,2,5 years,1
14595,10000,16,60,home_improvement,0.15,WV,RENT,2290,685,5,394,2,n/a,1
96564,13000,14,36,debt_consolidation,0.33,PA,MORTGAGE,5000,675,8,15208,0,10+ years,1
17157,15000,10,60,debt_consolidation,0.12,AZ,MORTGAGE,1958.33,745,8,3584,1,2 years,1
79363,2100,12,36,credit_card,0.26,MN,RENT,2555.16,680,8,21190,0,10+ years,1
70571,12000,12,36,debt_consolidation,0.2,NV,MORTGAGE,7666.67,685,10,5832,0,2 years,1
3660,1000,13,36,other,0.2,MI,RENT,3500,670,9,11189,2,2 years,1
65335,16000,14,60,small_business,0.08,PA,RENT,4166.67,735,6,4240,3,2 years,1
36283,14000,8,36,credit_card,0.22,IL,RENT,3162.25,730,12,13579,0,9 years,1
100086,14000,10,36,debt_consolidation,0.13,CA,RENT,7916.67,690,16,19621,0,n/a,1
3406,20000,12,36,debt_consolidation,0.15,NY,RENT,6000,725,8,28585,0,10+ years,1
4799,17000,11,36,debt_consolidation,0.07,AZ,MORTGAGE,6333.33,760,7,6542,1,7 years,1
21789,7350,11,60,debt_consolidation,0.3,WA,MORTGAGE,5000,745,15,15093,1,4 years,1
9281,10000,10,36,major_purchase,0.13,NY,RENT,4841.67,775,4,0,1,4 years,1
8424,20000,11,36,debt_consolidation,0.08,PA,MORTGAGE,15416.67,710,10,46501,0,10+ years,1
7967,7000,7,36,credit_card,0.05,MN,MORTGAGE,3807.64,760,7,7196,0,5 years,1
76489,6000,12,60,other,0.09,CA,RENT,9583.33,715,12,27756,0,2 years,1
19321,12000,10,36,debt_consolidation,0.12,WI,MORTGAGE,5000,715,6,4515,1,7 years,1
73614,4225,6,36,small_business,0.15,NY,MORTGAGE,2583.33,750,17,3907,0,4 years,1
599,14700,12,36,debt_consolidation,0.22,CT,RENT,3100,700,14,14694,2,8 years,1
11084,2500,7,36,debt_consolidation,0.07,WI,MORTGAGE,4750,755,15,4658,2,4 years,1
15135,4800,15,36,moving,0,CA,RENT,2500,670,4,0,0,2 years,1
43572,6000,16,36,credit_card,0.22,MI,RENT,5583.33,665,9,36748,3,5 years,1
62900,6000,6,36,credit_card,0.06,AL,MORTGAGE,7083.33,750,15,5747,0,4 years,1
85201,1800,15,36,other,0.07,OK,MORTGAGE,6416.67,670,6,3394,2,7 years,1
69401,7200,16,36,debt_consolidation,0.25,FL,MORTGAGE,3333.33,675,13,8903,1,6 years,1
52823,6000,12,36,home_improvement,0.24,TX,MORTGAGE,8000,680,8,16139,0,2 years,1
93551,15300,11,36,debt_consolidation,0.11,OH,MORTGAGE,6833.33,670,11,7106,2,10+ years,1
2645,5000,9,36,home_improvement,0.04,MN,MORTGAGE,2083.33,775,4,3901,2,4 years,1
62663,10500,18,36,credit_card,0.12,PA,MORTGAGE,4583.33,665,9,18936,1,5 years,1
79948,6625,18,36,debt_consolidation,0.12,CA,RENT,10268.25,660,9,3563,0,2 years,1
71685,16000,22,60,credit_card,0.11,CA,RENT,4791.67,665,5,8474,0,2 years,1
100140,22000,16,60,debt_consolidation,0.26,WI,RENT,4166.67,675,10,25245,0,5 years,1
11304,5000,15,60,house,0.1,CA,RENT,6833.33,680,11,5045,1,8 years,1
89582,20000,9,36,credit_card,0.11,IL,RENT,12083.33,680,8,25672,0,1 year,1
23686,1500,13,36,major_purchase,0.21,TX,MORTGAGE,7083.33,670,8,4665,1,6 years,1
28812,8000,7,36,car,0.03,CT,MORTGAGE,5666.67,730,7,5964,0,10+ years,1
57235,18225,16,60,debt_consolidation,0.32,AL,MORTGAGE,7166.67,705,19,29219,2,4 years,1
73371,5000,8,36,debt_consolidation,0.08,OH,MORTGAGE,2916.67,740,6,12444,1,10+ years,1
53062,10000,14,36,debt_consolidation,0.11,NC,RENT,2629,685,5,10029,0,n/a,1
65567,8000,18,36,small_business,0.29,MN,RENT,2083.33,670,4,9059,0,6 years,1
104040,6000,11,36,debt_consolidation,0.12,NJ,RENT,6000,720,14,25090,4,10+ years,1
18942,24250,19,60,debt_consolidation,0.23,RI,RENT,5000,685,13,14392,1,2 years,1
42555,8700,13,36,home_improvement,0.05,NY,RENT,14166.67,675,11,19036,0,< 1 year,1
34403,20400,15,60,debt_consolidation,0.1,VA,RENT,6733.33,725,8,11149,2,6 years,1
47998,9000,7,36,other,0.16,MT,RENT,3333.33,740,10,8689,0,6 years,1
70942,16100,11,36,debt_consolidation,0.25,MO,MORTGAGE,6250,715,14,9737,0,10+ years,1
75067,35000,21,36,debt_consolidation,0.11,LA,MORTGAGE,7702,670,8,11346,0,10+ years,1
21036,4600,8,36,debt_consolidation,0.09,MO,MORTGAGE,6500,700,9,12942,0,7 years,1
102309,14400,14,36,credit_card,0.23,MO,MORTGAGE,4583.33,685,13,17568,4,10+ years,1
81788,5000,11,36,other,0.14,NY,RENT,3333.33,685,10,8436,0,n/a,1
60201,5500,19,36,home_improvement,0.02,GA,OWN,7500,660,3,2530,1,7 years,1
11835,25000,14,60,debt_consolidation,0.2,PA,MORTGAGE,5416.67,720,13,21168,2,10+ years,1
72655,5000,14,36,debt_consolidation,0.11,AZ,RENT,10625,670,8,8054,0,1 year,1
51070,10000,15,36,debt_consolidation,0.12,CA,RENT,2791.67,710,6,12139,1,3 years,1
3532,20000,12,36,home_improvement,0.03,AL,MORTGAGE,5050,740,6,6863,4,10+ years,1
19831,10000,17,36,debt_consolidation,0.1,MA,RENT,1658,680,3,4902,0,< 1 year,1
56446,17000,10,36,debt_consolidation,0.24,NJ,RENT,5416.67,740,16,5992,4,10+ years,1
92839,25000,22,60,credit_card,0.24,TX,MORTGAGE,5000,665,16,25348,1,3 years,1
74939,5000,8,36,debt_consolidation,0.07,NY,RENT,8666.67,710,9,4572,0,1 year,1
59190,6000,13,36,credit_card,0.21,RI,MORTGAGE,5416.67,685,19,15107,2,10+ years,1
56692,8000,17,36,credit_card,0.07,NY,RENT,5833.33,670,8,5350,2,4 years,1
84593,12000,14,36,wedding,0.15,CA,RENT,8666.67,695,10,9624,1,1 year,1
5724,3000,9,36,other,0.13,NY,RENT,4500,720,9,2541,2,< 1 year,1
15351,5000,6,60,major_purchase,0.12,NY,RENT,1667,770,6,1108,0,3 years,1
